"","name","skewness","variance","moran","Name","Year","EPU","Month"
"335",335,-0.372795151093971,1.09677976622066," 0.10971993651",335,2009,"MAB",335
"336",336,0.0534267999601223,1.27862725054159," 0.079626603637",336,2009,"MAB",336
"337",337,-0.0374413849560665,1.30073383883541," 0.011308524776",337,2010,"MAB",337
"338",338,0.139991758578205,1.33996255930042," 0.084476218622",338,2010,"MAB",338
"339",339,-0.111979681316807,0.493945167773513," 0.2027668392",339,2010,"MAB",339
"340",340,0.794386745230534,1.12863177197039," 0.31862645167",340,2010,"MAB",340
"341",341,0.638159203918811,2.7406983250916," 0.3461040575",341,2010,"MAB",341
"342",342,0.407770520154103,4.496152844316," 0.34676681350",342,2010,"MAB",342
"343",343,-0.639744518627249,2.10910201090245," 0.33244691808",343,2010,"MAB",343
"344",344,-0.0129363667047284,2.4350716972883," 0.35848786552",344,2010,"MAB",344
"345",345,0.185104084933393,1.60842342245262," 0.35370964422",345,2010,"MAB",345
"346",346,0.405355487445673,1.2270122629685," 0.32270446488",346,2010,"MAB",346
"347",347,0.56867600285115,0.742634079865134," 0.3511478431",347,2010,"MAB",347
"348",348,0.281813395617046,0.593646710852928," 0.033053839098",348,2010,"MAB",348
"349",349,0.119980933968859,1.22736259285625," 0.014750231433",349,2011,"MAB",349
"350",350,0.297777961273517,1.25962885460228," 0.030886189570",350,2011,"MAB",350
"351",351,0.509942207387551,1.1394358762717," 0.31931526436",351,2011,"MAB",351
"352",352,1.04178878625621,3.15820554808109," 0.35767478278",352,2011,"MAB",352
"353",353,0.368295217841263,4.13680806503623," 0.3583731375",353,2011,"MAB",353
"354",354,-0.187354802837166,6.64690781055784," 0.35478890117",354,2011,"MAB",354
"355",355,-0.47817629189719,4.17016514226703," 0.3316402320",355,2011,"MAB",355
"356",356,-0.00918784559090301,2.57782520704454," 0.36311823198",356,2011,"MAB",356
"357",357,0.0415766468295547,1.68108731503424," 0.37309946360",357,2011,"MAB",357
"358",358,0.220060662689524,0.81249772228301," 0.23966851845",358,2011,"MAB",358
"359",359,0.554106805975529,0.536308418796212," 0.2673802964",359,2011,"MAB",359
"360",360,-0.00646776995560513,0.81994414585887," 0.20765865542",360,2011,"MAB",360
"361",361,0.111454836023226,1.43932479573643," 0.13461290356",361,2012,"MAB",361
"362",362,0.480566383201525,1.00995084209557," 0.12156418895",362,2012,"MAB",362
"363",363,0.701102148139241,1.46902538306896," 0.30438392243",363,2012,"MAB",363
"364",364,0.562135357294557,1.1405398350558," 0.34103705023",364,2012,"MAB",364
"365",365,0.23641883826501,3.17760417871832," 0.38090228646",365,2012,"MAB",365
"366",366,-0.0516914344753792,3.31148046452789," 0.3763787119",366,2012,"MAB",366
"367",367,-0.129930109481465,2.61823121518394," 0.35372117805",367,2012,"MAB",367
"368",368,-0.231101883317157,0.971217345573035," 0.36595682833",368,2012,"MAB",368
"369",369,-0.116416811426279,0.686039462668565," 0.34956423845",369,2012,"MAB",369
"370",370,0.355381617812935,0.841052225359267," 0.26496932195",370,2012,"MAB",370
"371",371,0.762632663431733,1.29701753184414," 0.18525676637",371,2012,"MAB",371
"372",372,0.329536622378242,1.47910712317092," 0.067780681551",372,2012,"MAB",372
"373",373,0.226949436612661,1.71955647710745," 0.070071326586",373,2013,"MAB",373
"374",374,0.422554508846497,2.39436499216904," 0.051222517705",374,2013,"MAB",374
"375",375,0.413030366560462,0.729123991550807," 0.087867136263",375,2013,"MAB",375
"376",376,0.815679406675356,1.016158326532," 0.29699667806",376,2013,"MAB",376
"377",377,0.787333347284106,1.36888464259655," 0.3554107127",377,2013,"MAB",377
"378",378,0.482575057589296,2.369089202891," 0.35275879210",378,2013,"MAB",378
"379",379,-0.210676676637287,0.825838394949416," 0.22741769559",379,2013,"MAB",379
"380",380,-0.455902934895405,1.09598863201858," 0.34030919153",380,2013,"MAB",380
"381",381,0.0927703653756125,1.48276772419791," 0.35673951214",381,2013,"MAB",381
"382",382,-0.0184478831538515,0.914001720416141," 0.1008791859",382,2013,"MAB",382
"383",383,0.331667176172754,0.629560616062445," 0.15629021413",383,2013,"MAB",383
"384",384,0.0273606937544817,1.15638378579245," 0.096114216705",384,2013,"MAB",384
"385",385,0.490577971157624,2.00486635026175," 0.11395220923",385,2014,"MAB",385
"386",386,0.443697041548999,2.25032792743516," 0.077758042146",386,2014,"MAB",386
"387",387,0.605999606572449,1.46623438017419," 0.057531959673",387,2014,"MAB",387
"388",388,0.213352662348726,1.16419499524821," 0.31345495733",388,2014,"MAB",388
"389",389,0.426147054093708,3.72835636577869," 0.25053701125",389,2014,"MAB",389
"390",390,0.00505373173316735,3.14685404172971," 0.21459565032",390,2014,"MAB",390
"391",391,0.0541966062131365,1.9596280927986," 0.30385545284",391,2014,"MAB",391
"392",392,-0.315898253743913,1.07734559315203," 0.3099342038",392,2014,"MAB",392
"393",393,-0.0305681136501482,0.882694613429444," 0.26702148554",393,2014,"MAB",393
"394",394,0.320770946819933,0.952977369958243," 0.15610586078",394,2014,"MAB",394
"395",395,0.150116938391594,0.438056901350284," 0.10356283778",395,2014,"MAB",395
"396",396,-0.189030810798755,1.21610767764246," 0.14558209280",396,2014,"MAB",396
"397",397,-0.241329177979871,2.49850496028584," 0.12264554778",397,2015,"MAB",397
"398",398,-0.0416881896465809,2.69538458732784," 0.010190403076",398,2015,"MAB",398
"399",399,0.353203418653664,2.94857480940709," 0.032178833886",399,2015,"MAB",399
"400",400,0.520979298645958,3.31056046647006," 0.30589161130",400,2015,"MAB",400
"401",401,0.111801020386557,2.31294523018014," 0.36185690965",401,2015,"MAB",401
"402",402,0.617431113275135,4.69418137036224," 0.34335022719",402,2015,"MAB",402
"403",403,0.096331068820612,1.88683722028934," 0.33573129055",403,2015,"MAB",403
"404",404,-0.41210054011592,0.956910557954214," 0.30170994263",404,2015,"MAB",404
"405",405,-0.666120922409569,0.918885273126033," 0.17696631296",405,2015,"MAB",405
"406",406,-0.0864086666338815,1.37065364407474," 0.14495345025",406,2015,"MAB",406
"407",407,0.755589449537485,0.708797693161507," 0.20514805380",407,2015,"MAB",407
"408",408,0.700063536524818,1.15815820687084," 0.22107555683",408,2015,"MAB",408
"409",409,0.078025625249609,0.945181407063638," 0.058788273566",409,2016,"MAB",409
"410",410,-0.166228460174183,1.13148223084193," 0.015384543911",410,2016,"MAB",410
"411",411,0.231812694355444,1.30912155778133," 0.11451269986",411,2016,"MAB",411
"412",412,0.453083012227377,1.53621344540695," 0.24971970042",412,2016,"MAB",412
"413",413,1.00137457710245,1.90758283161136," 0.31939689563",413,2016,"MAB",413
"414",414,0.2590680741552,3.04987788875878," 0.35187612673",414,2016,"MAB",414
"415",415,-0.115807992989272,2.5340097872293," 0.37064230407",415,2016,"MAB",415
"416",416,-0.314751630550174,2.11002716512855," 0.35339171976",416,2016,"MAB",416
"417",417,0.074705630484777,1.35482980023187," 0.39445352980",417,2016,"MAB",417
"418",418,0.381934370405813,0.932141994706184," 0.18781107075",418,2016,"MAB",418
"419",419,0.259368752576124,0.472162360878691," 0.15336382595",419,2016,"MAB",419
"420",420,0.297092973860785,0.986684901013502," 0.11749233344",420,2016,"MAB",420
"421",421,-0.0145611980370478,1.43148694810203," 0.053001153072",421,2017,"MAB",421
"422",422,0.393942791917859,1.39825648213724," 0.10784104160",422,2017,"MAB",422
"423",423,0.512243486640131,1.63858998671407," 0.24141475441",423,2017,"MAB",423
"424",424,0.697227648760045,2.94800063798579," 0.36727272595",424,2017,"MAB",424
"425",425,0.740468435265469,4.54377341211802," 0.35499397458",425,2017,"MAB",425
"426",426,0.0419497376355214,3.92330748265046," 0.37495657265",426,2017,"MAB",426
"427",427,-0.262171197496165,1.96205274310099," 0.32497538825",427,2017,"MAB",427
"428",428,-0.176745189522334,1.63236958453377," 0.3875805652",428,2017,"MAB",428
"429",429,0.128171378062525,1.588673377128," 0.35638657412",429,2017,"MAB",429
"430",430,0.30798446628037,1.3687126124561," 0.354100508",430,2017,"MAB",430
"431",431,0.998176464280122,0.778366752436431," 0.19729687449",431,2017,"MAB",431
"432",432,0.717588292977486,1.12526404433861," 0.1893221423",432,2017,"MAB",432
"433",433,0.191270898785565,2.20277516256535," 0.051914571299",433,2018,"MAB",433
"434",434,0.0698171080416444,1.29392545198304," 0.062332671891",434,2018,"MAB",434
"435",435,0.052354205107396,0.589098803678003," 0.048627341376",435,2018,"MAB",435
"436",436,0.234622135226881,1.1543191213779," 0.23774280106",436,2018,"MAB",436
"437",437,0.801911755989484,4.41030486123203," 0.34955502416",437,2018,"MAB",437
"438",438,0.622555534772394,5.25366762127985," 0.34392580899",438,2018,"MAB",438
"439",439,-0.186212312674596,1.69818170245964," 0.34939066418",439,2018,"MAB",439
"440",440,-0.0387533264807636,1.16602680544071," 0.3333624518",440,2018,"MAB",440
"441",441,0.592452296158602,2.3873053267039," 0.35166167045",441,2018,"MAB",441
"442",442,0.687264104398038,2.23576385955808," 0.35052365025",442,2018,"MAB",442
"443",443,1.01688740446383,0.949769979453273," 0.29271919256",443,2018,"MAB",443
"444",444,-0.0604807483736217,0.324667318447041," 0.09454579830",444,2018,"MAB",444
"445",445,0.273599037399806,0.744051287656145," 0.11525278249",445,2019,"MAB",445
"446",446,0.75704658703789,1.24709471048391," 0.17006810076",446,2019,"MAB",446
"447",447,0.853126748956293,0.81456087855366," 0.18407527491",447,2019,"MAB",447
"448",448,0.849531952626208,2.56360246290095," 0.347641918",448,2019,"MAB",448
"449",449,0.706870882201369,5.99895196970274," 0.36173795186",449,2019,"MAB",449
"450",450,0.0333829174361674,5.16508549784108," 0.34734134348",450,2019,"MAB",450
"451",451,-0.460517671742879,3.11236232813897," 0.36288916632",451,2019,"MAB",451
"452",452,0.0560539838671319,1.21945220858845," 0.31133635467",452,2019,"MAB",452
"453",453,-0.235588241837177,1.17282812413645," 0.30818963192",453,2019,"MAB",453
"454",454,0.141504863809526,1.34685506688331," 0.18679585125",454,2019,"MAB",454
"455",455,0.190884953594378,0.791756030045949," 0.10820970197",455,2019,"MAB",455
"456",456,0.242128123806637,1.04978794977549," 0.12578162168",456,2019,"MAB",456
